SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
ELT_Nieuws,ELT_Nieuws,,8,"Gewoon een goede krant, net als Trouw.",Man,65-74,1-2 maanden,1/6/2025,ARIA_VK_A1003390244,de Volkskrant,Zaterdag+ (Hybride),Ja,
EXIT_Nieuws,EXIT_Nieuws,,7,Fijne achtergronden in de weekendbijlages en het magazine,Man,35-44,1-2 jaar,7/28/2025,ARIA_VK_A1001016283,de Volkskrant,Zaterdag+ (Hybride),,Het is betrekkelijk kostbaar en ik kom er de komende maanden niet vaak aan toe de krant te lezen door een flinke verbouwing.
LLT_Nieuws,LLT_Nieuws,,9,Tevreden over artikels,Vrouw,65-74,21-30 jaar,2/3/2025,ARIA_DM_A1002018339,De Morgen,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,8,Men kan het nieuws goed volgen,Vrouw,55-64,Weet ik niet zeker,7/21/2025,ARIA_HLN_A1004025036,Het Laatste Nieuws,Digital Only,Nee,
EXIT_Nieuws,EXIT_Nieuws,,0,Een groot oplichter,Man,75 jaar of ouder,Meer dan 30 jaar,5/13/2025,ARIA_BD_A1002627689,Brabants Dagblad,Compleet,,Te duur
LLT_Nieuws,LLT_Nieuws,,7,"Goede krant en toegang tot andere media, maar wel prijzig.",Man,45-54,3-5 jaar,1/27/2025,ARIA_VK_A1001063074,de Volkskrant,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,2,n.v.t.,Vrouw,55-64,Minder dan 6 maanden,2/17/2025,ARIA_VK_A1002245011,de Volkskrant,Zaterdag+ (Hybride),,n.v.t.
ELT_Nieuws,ELT_Nieuws,,9,Kwaliteit van de berichtgeving,Beantwoord ik liever niet,Beantwoord ik liever niet,1-2 maanden,7/21/2025,ARIA_VK_A1004025554,de Volkskrant,Digitaal Basis,Nee,
LLT_Nieuws,LLT_Nieuws,,7,"Het is niet goedkoop, maar volgens mij wel de moeite waard",Man,55-64,1-2 jaar,6/23/2025,ARIA_TR_A1002623179,Trouw,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,10,"prettige krant, lees deze al vele jaren.",Man,75 jaar of ouder,Meer dan 30 jaar,6/16/2025,ARIA_AD_A1002849239,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,65-74,6-12 maanden,6/16/2025,ARIA_TR_A1003337834,Trouw,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,10,HLN is de beste krant,Vrouw,65-74,11-20 jaar,7/21/2025,ARIA_HLN_A1003574127,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,2,Krant heeft niet zoveel inhoudelijks,Man,75 jaar of ouder,1-2 jaar,7/14/2025,ARIA_AD_A1000801751,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,Nog maar pas abonnee. Kan nu nog geen aanbeveling geven,Beantwoord ik liever niet,Beantwoord ik liever niet,Minder dan 1 maand,2/10/2025,ARIA_AD_A1003565417,het AD,Digitaal Basis,Nee,
LLT_Nieuws,LLT_Nieuws,,6,"onze ervaring is dat vele jonge mensen geen behoefte hebben aan een krant. Mijn kinderen 35 en 39 jaar zouden niet weten wat ze ermee moeten. Achtergrond informatie vinden ze niet interessant . Het gaat hen alleen om de grote lijnen, en politiek vinden ze",Man,65-74,Meer dan 30 jaar,7/14/2025,ARIA_DG_A1002543051,de Gelderlander,Compleet,,
ELT_Nieuws,ELT_Nieuws,,2,Al 1 weekend geen krant in de bus gekregen,Vrouw,45-54,1-2 maanden,4/28/2025,ARIA_HLN_A1003798873,Het Laatste Nieuws,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,9,"De krant geeft goede informatie, achtergrondnieuws en nuttige interpretaties van het nieuws.",Man,75 jaar of ouder,Meer dan 30 jaar,6/16/2025,ARIA_TR_A1000496203,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Omdat dit een prettige krant is om te lezen.,Man,75 jaar of ouder,6-10 jaar,5/19/2025,ARIA_AD_A1001034039,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,3,Regulier abonnement is veel te duur. Inhoud is hetzelfde als alle andere kranten van jullie.,Beantwoord ik liever niet,Beantwoord ik liever niet,Minder dan 1 maand,8/11/2025,ARIA_BS_A1004089567,BN DeStem,Digital Only,Ja,
EXIT_Nieuws,EXIT_Nieuws,,1,Sander Schimmel colums,Man,Beantwoord ik liever niet,Minder dan 6 maanden,8/25/2025,ARIA_VK_A1004106808,de Volkskrant,Compleet,,"Sander Schimmelpenninck, veel te weinig sport en niet bepaald objectieve berichtgeving"
LLT_Nieuws,LLT_Nieuws,,7,Ieder mag zijn eigen keuze maken. Ik vind Volkskrant een prima krant.,Man,65-74,21-30 jaar,7/21/2025,ARIA_VK_A1001148560,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,8/11/2025,SAP_LIBEL_40752324_10,Libelle,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,"Over het meeste ben ik tevreden maar niet over het sportaanbod.  Ik weet dat mij daarvoor HLN wordt aangeraden (opgedrongen), maar de rest van HLN wil ik niet.  Ok, ik weet dat dit commerciële beslissingen zijn maar dan volg ik nog liever sport via andere",Man,65-74,Meer dan 30 jaar,8/18/2025,ARIA_DM_A1001977523,De Morgen,Zaterdag+ (Hybride),,
ELT_Nieuws,ELT_Nieuws,,7,Iedereen moet zelf een keuze maken. Ik kan vertellen wat mijn ervaring is. Niet meer,Man,65-74,1-2 maanden,8/4/2025,ARIA_VK_A1004022966,de Volkskrant,Digital Only,Ja,
EXIT_Magazines,EXIT_Magazines,,0,"Ik vind het raar dat je als vaste,  lange abonnee met zoveel betaald voor een nummer als dat je het in de winkel koopt. Steeds moet je weer contact zoeken en dan krijg je weer wat voordeel. Dat zou anders moeten.",Vrouw,55-64,Weet ik niet,7/14/2025,SAP_LIBEL_3498682_20,Libelle,Compleet,,De prijs die net zo hoog is als het kopen van een los exemplaar en geen enkel ander voordeel
EXIT_Nieuws,EXIT_Nieuws,,0,Niet tevreden van de bedeling,Man,65-74,21-30 jaar,8/11/2025,ARIA_DM_A1001917854,De Morgen,Compleet,,aan huis bezorging was een drama
LLT_Nieuws,LLT_Nieuws,,9,"Lees HLN al van kindsaf aan. Andere kranten voelen/lijken ‘vreemd’ qua indeling, lay-out, …",Vrouw,65-74,Meer dan 30 jaar,3/31/2025,ARIA_HLN_A1002255934,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,0,Sinds 20 maart een abonnement. In deze periode 2 of 3 kranten ontvangen.,Man,35-44,1-2 maanden,4/28/2025,ARIA_VK_A1003794158,de Volkskrant,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,10,ik vind dit vreselijke vragen. Ik heb deze vraag ingevuld als hoe ik de krant waardeer,Man,55-64,21-30 jaar,3/18/2025,ARIA_HP_A1000269286,Het Parool,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,"omdat ik Trouw graag lees en dat ook een ander gun. Geen 10, maar een 9 omdat ik de ander zijn/haar mening gun en niet te 'pusherig'. wil zijn.",Man,75 jaar of ouder,11-20 jaar,7/14/2025,ARIA_TR_A1000517068,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,"ik lees de krant al ca, 50 jaar en ben tevreden over de krant",Vrouw,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,ARIA_TR_A1002694969,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Wil geen advies geven,Vrouw,65-74,Meer dan 30 jaar,4/28/2025,ARIA_DM_A1002850513,De Morgen,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,n.v.t.,Man,65-74,Minder dan 6 maanden,5/6/2025,ARIA_DM_A1003664371,De Morgen,Digital Only,,Ik heb mij nooit ingeschreven  voor een abonnement
ELT_Nieuws,ELT_Nieuws,,3,Ik geef niet graag raad,Vrouw,65-74,3-4 maanden,1/6/2025,ARIA_DM_A1003420610,De Morgen,Zaterdag+ (Hybride),Nee,
EXIT_Nieuws,EXIT_Nieuws,,7,"mijn man heeft de krant meer dan 20 jaar gelezen, maar hij is onlangs overleden en ik lees het AD dus daarom heb ik de Volkskrant opgezegd",Man,65-74,21-30 jaar,7/21/2025,ARIA_VK_A1000346464,de Volkskrant,Compleet,,"ja, wegens overlijden"
LLT_Magazines,LLT_Magazines,,8,Altijd fijn om te lezen,Vrouw,65-74,11-20 jaar,7/21/2025,SAP_LIBEL_19527623_20,Libelle,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,De krant is wel goed maar de bezorging laat wel eens te wensen over,Man,55-64,Minder dan 6 maanden,8/25/2025,ARIA_AD_A1004115426,het AD,Compleet,,Het was een proefabonnement voor 4 weken voor €4 liep automatisch af
LLT_Magazines,LLT_Magazines,,10,Omdat het een ontzettend leuk blad is.,Man,75 jaar of ouder,1-2 jaar,8/11/2025,SAP_DONAL_40461732_10,Donald Duck,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,5,Omdat de reden waarom ik heb opgezegd niet voor iedereen zal gelden,Vrouw,75 jaar of ouder,Minder dan 6 maanden,5/6/2025,ARIA_HP_A1003832227,Het Parool,Compleet,,Omdat de krant voor mij in een iets te kleine letter is gedrukt. Daarom ben ik terug gegaan naar het AD.
LLT_Nieuws,LLT_Nieuws,,6,Ondanks het feit dat ook Tubantia mede afhankelijk is van haar trouwe abonnees doet het niets aan het binden van abonnees,Man,65-74,Meer dan 30 jaar,1/13/2025,ARIA_TT_A1002926696,Tubantia,Digital Only,,
ELT_Magazines,ELT_Magazines,,7,n.v.t.,Man,75 jaar of ouder,Minder dan 1 maand,7/28/2025,SAP_DA_41293934_10,Dag Allemaal,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,6,Omdat ik zelf de krant wel erg duur vindt.,Vrouw,65-74,Meer dan 30 jaar,7/28/2025,ARIA_TT_A1001388038,Tubantia,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,Goede krant over het algemeen,Vrouw,25-34,1-2 maanden,8/18/2025,ARIA_VK_A1004079432,de Volkskrant,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,10,Fijne krant,Man,55-64,21-30 jaar,5/6/2025,ARIA_ST_A1002727352,de Stentor,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"eerlijke verslaggeving, artikelen met diepgang, politieke stellingname ondersteun ik",Man,75 jaar of ouder,Meer dan 30 jaar,2/3/2025,ARIA_TR_A1000515731,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Ik dacht dat ik na 2 jaar mijn abonnement kon stopzetten toen ik  een nieuw gratis abonnement  Laatste nieuws  kreeg bij  Proximus . Maar nu blijkt dat ik nog vast zit tot eind 2026. Schandalig,Man,65-74,1-2 jaar,7/14/2025,ARIA_HLN_A1003213413,Het Laatste Nieuws,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,0,4 à 5 keer per week werd de krant niet bezorgd. Ik ben door een acquisiteur van jullie overgehaald abonnee te worden. Ik begrijp niet dat jullie zo'n persoon pad sturen als de bezorging faalt.,Man,65-74,Minder dan 6 maanden,8/4/2025,ARIA_DG_A1004059522,de Gelderlander,Compleet,,Bezorging dramatisch
LLT_Magazines,LLT_Magazines,,8,Goed tijdschrift,Vrouw,65-74,3-5 jaar,7/2/2025,SAP_DA_39079613_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,"Goede landelijke krant, veel achtergrondartikelen en scherpe columns",Vrouw,65-74,Meer dan 30 jaar,1/27/2025,ARIA_VK_A1000226572,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,3-5 jaar,1/6/2025,ARIA_DG_A1000113267,de Gelderlander,Digitaal Basis,,
ELT_Nieuws,ELT_Nieuws,,6,Jammergenoeg weinig regionieuws,Man,65-74,1-2 maanden,7/28/2025,ARIA_AD_A1004024949,het AD,Compleet,Nee,
ELT_Nieuws,ELT_Nieuws,,9,n.v.t.,Man,45-54,Minder dan 1 maand,7/28/2025,ARIA_TT_A1004023743,Tubantia,Zaterdag+ (Hybride),Ja,
LLT_Magazines,LLT_Magazines,,4,Doelgroep is jonger dan mijn vriendengroep,Vrouw,45-54,21-30 jaar,7/21/2025,SAP_FLAIR_35941463_20,Flair,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Beantwoord ik liever niet,Beantwoord ik liever niet,6-12 maanden,6/2/2025,ARIA_AD_A1002913546,het AD,Zaterdag+ (Hybride),,Ik wist dat mijn abonnement duurder zou worden en dacht ik zie wel hoeveel het nu kost omdat ik wist dat ik het dan pet maand kon opzeggen. Maar ik schrok me te pletter toen ik op mijn bank afschrift zag dat het 128% duurder is geworden . En niet eens een
LLT_Nieuws,LLT_Nieuws,,0,"Omdat iedereen zelf moet weten wat hij of zij welke krant leest, zal mij een zorg zijn, krijg ik achteraf ook geen gezeik",Man,75 jaar of ouder,Weet ik niet,1/6/2025,ARIA_BS_A1002165985,BN DeStem,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,9,Fijne krant om te lezen in makkelijke taal,Vrouw,75 jaar of ouder,1-2 maanden,6/30/2025,ARIA_DG_A1003917439,de Gelderlander,Compleet,Ja,
LLT_Magazines,LLT_Magazines,,8,Het is een leuk blad.,Man,45-54,11-20 jaar,8/4/2025,SAP_DONAL_26455763_20,Donald Duck,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,6,Prijs,Vrouw,55-64,1-2 jaar,3/31/2025,ARIA_BS_A1002824776,BN DeStem,Compleet,,Prijs
LLT_Magazines,LLT_Magazines,,9,Ik lees de Donald Duck graag,Vrouw,55-64,21-30 jaar,8/25/2025,SAP_DONAL_34571334_10,Donald Duck,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant,Vrouw,35-44,1-2 jaar,5/19/2025,ARIA_VK_A1002351857,de Volkskrant,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,8,"Ik vond het fijn om digitaal te lezen, ik had een aanbieding gehad maar een gewoon abonnement is mij te duur.",Vrouw,55-64,Minder dan 6 maanden,8/11/2025,ARIA_AD_A1004026807,het AD,Digital Only,,Door aanbieding aantrekkelijk maar een gewoon abonnement is mij te duur.
LLT_Nieuws,LLT_Nieuws,,8,Lees graag jullie krant,Vrouw,75 jaar of ouder,3-5 jaar,2/10/2025,ARIA_DM_A1001593071,De Morgen,Digitaal Basis,,
ELT_Nieuws,ELT_Nieuws,,8,goed leesbaar en goede overzicht.,Man,65-74,1-2 maanden,8/11/2025,ARIA_HLN_A1004068504,Het Laatste Nieuws,Compleet,Nee,
LLT_Magazines,LLT_Magazines,,7,"Barrel brigade mag eruit, en onbetaalbare auto’s ook.",Man,55-64,3-5 jaar,8/11/2025,SAP_AUTOW_41176812_10,AutoWeek,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,55-64,3-5 jaar,5/19/2025,ARIA_AD_A1002522164,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,1,Te politiek,Man,45-54,3-5 jaar,4/7/2025,ARIA_AD_A1000146152,het AD,Digitaal Basis,,Politiek linkse signatuur
LLT_Nieuws,LLT_Nieuws,,10,"lekkere krant, leest prettig.",Man,75 jaar of ouder,Meer dan 30 jaar,1/27/2025,ARIA_AD_A1001182227,het AD,Compleet,,
LLT_Magazines,LLT_Magazines,,7,Omdat de Libelle nog steeds een leuk blad is,Vrouw,45-54,Weet ik niet,7/7/2025,SAP_LIBEL_38201861_10,Libelle,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Omdat vrienden de Volkskrant lezen en het AD als een soort Telegraaf zien helaas,Vrouw,75 jaar of ouder,Minder dan 1 maand,1/13/2025,ARIA_AD_A1003439917,het AD,Compleet,Ja,
EXIT_Nieuws,EXIT_Nieuws,,8,n.v.t.,Vrouw,75 jaar of ouder,Weet ik niet,5/6/2025,ARIA_TR_A1001005206,Trouw,Zaterdag+ (Hybride),,Momenteel weinig gelegenheid/mogelijkheden  om te lezen
EXIT_Nieuws,EXIT_Nieuws,,6,Vooral het zaterdagmagazine is leuk. De krant zelf is echter nogal ‘links’.,Beantwoord ik liever niet,Beantwoord ik liever niet,3-5 jaar,3/31/2025,ARIA_VK_A1000973506,de Volkskrant,Zaterdag+ (Hybride),,	- Te links 	- De kosten namen met ongeveer 400% toe nadat het abonnement afliep. Voor nieuwe klanten gelden echter veel lagere tarieven. Het stilzwijgend verlengen van abonnementen voor jarenlange lezers tegen significant hogere kosten vind ik verwerpeli
ELT_Magazines,ELT_Magazines,,8,het past niet bij iedereen,Vrouw,75 jaar of ouder,1-2 maanden,7/14/2025,SAP_LIBEL_41262930_10,Libelle,Compleet,Nee,
ELT_Magazines,ELT_Magazines,,9,n.v.t.,Vrouw,75 jaar of ouder,1-2 maanden,7/14/2025,SAP_DA_41279536_10,Dag Allemaal,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,"Lees eens een telegraaf of een AD, dan snap je waarom een mens kiest voor Yrouw",Man,75 jaar of ouder,Meer dan 30 jaar,6/30/2025,ARIA_TR_A1000513868,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant met goede verslaggeving en onderzoekjournalistiek. Past goed bij mijn politieke en maatschappelijke visie.,Man,65-74,Meer dan 30 jaar,6/9/2025,ARIA_VK_A1001104482,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,n.v.t.,Vrouw,65-74,Meer dan 30 jaar,7/7/2025,ARIA_HP_A1001138512,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,Ik lees graag deze krant. Iedereen kan zich vinden in de inhoud van deze krant denk ik,Man,55-64,6-10 jaar,4/28/2025,ARIA_HLN_A1003457827,Het Laatste Nieuws,Digital Only,,
ELT_Magazines,ELT_Magazines,,9,n.v.t.,Vrouw,75 jaar of ouder,1-2 maanden,7/28/2025,SAP_DA_41294964_10,Dag Allemaal,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,4,n.v.t.,Man,75 jaar of ouder,11-20 jaar,8/18/2025,ARIA_TR_A1000341399,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,n.v.t.,Vrouw,55-64,1-2 maanden,6/2/2025,ARIA_TT_A1003929928,Tubantia,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,6,omdat er vrij regelmatig GEEN krant bezorgd wordt en er GEEN adres bekend is waar we een krantje komen ophalen. Een zaterdagkrant kost ons bijna 5 euro in de supermarkt en we krijgen slechts 2 euro vergoed.,Man,65-74,6-10 jaar,5/13/2025,ARIA_BS_A1000894427,BN DeStem,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Bij sommige items vraag ik me af of het wel echt nieuws is.,Man,55-64,3-5 jaar,7/7/2025,ARIA_HLN_A1001942134,Het Laatste Nieuws,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,"Veel achtergrond informatie, veel kultuur",Man,55-64,11-20 jaar,5/19/2025,ARIA_DM_A1003566660,De Morgen,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,0,n.v.t.,Man,35-44,Weet ik niet,2/24/2025,ARIA_VK_A1002626539,de Volkskrant,Zaterdag+ (Hybride),,Prijs en minder achtergrondartikelen. Te veel artikelen over Gaza. Te veel links georiënteerde onderwerpen.
LLT_Nieuws,LLT_Nieuws,,8,AD is een goede krant!,Man,75 jaar of ouder,21-30 jaar,5/13/2025,ARIA_AD_A1000508390,het AD,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,"Omdat het goed is, ik lees graag jullie krant.",Vrouw,45-54,5-6 maanden,7/7/2025,ARIA_HLN_A1004000459,Het Laatste Nieuws,Digitaal Basis,Ja,
LLT_Nieuws,LLT_Nieuws,,5,ik heb geen behoefte een krant aan te bevelen,Man,65-74,Meer dan 30 jaar,5/13/2025,ARIA_VK_A1000963027,de Volkskrant,Zaterdag+ (Hybride),,
EXIT_Magazines,EXIT_Magazines,,6,"Leuk blad al jaren. Voor alle leeftijden. Vind het te duur worden. Okij wel jammer dat er m.i.wat kramp achtig wordt omgegaan met allerlei inclusieve thema's,  de oude figuren vond ik prima",Vrouw,45-54,1-2 jaar,8/11/2025,SAP_DONAL_38629104_10,Donald Duck,Compleet,,Te duur Te frequent
LLT_Nieuws,LLT_Nieuws,,5,n.v.t.,Beantwoord ik liever niet,65-74,21-30 jaar,5/13/2025,ARIA_PZ_A1001474695,de PZC,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Vrouw,35-44,6-12 maanden,6/30/2025,ARIA_HLN_A1003320703,Het Laatste Nieuws,Digitaal Basis,,
ELT_Nieuws,ELT_Nieuws,,8,Goede krant met veel regionaal nieuws,Vrouw,65-74,Meer dan 6 maanden,7/28/2025,ARIA_HLN_A1004025378,Het Laatste Nieuws,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,5,Ik beveel niet graag iets aan anderen aan.,Man,65-74,Meer dan 30 jaar,5/19/2025,ARIA_BD_A1000719746,Brabants Dagblad,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,5,De kwaliteit van de premium artikelen vind ik de laatste jaren niet zoals eerst.,Man,25-34,1-2 jaar,8/11/2025,ARIA_ST_A1002192028,de Stentor,Digitaal Basis,,"De kwaliteit van de premium artikelen vind ik minder dan eerst + het feit dat als ik ergens op wilde reageren, mijn reactie niet werd geplaatst met als excuus dat mijn achternaam er niet bij zou staan. Dit was wél het geval. Bovendien zie ik genoeg andere"
LLT_Nieuws,LLT_Nieuws,,10,Ik lees de Volkskrant vanaf 1950 toen mijn vader al geabonneerd was en ben heel tevreden over de lay out,Man,75 jaar of ouder,Meer dan 30 jaar,7/28/2025,ARIA_VK_A1000825133,de Volkskrant,Compleet,,
LLT_Magazines,LLT_Magazines,,7,Omdat ik vind dat we soms benadeeld worden.,Vrouw,55-64,11-20 jaar,7/14/2025,SAP_DA_39235778_10,Dag Allemaal,Compleet,,
LLT_Magazines,LLT_Magazines,,5,"merk dat er steeds meer extreme huizen in worden getoond, daar kan ik niets mee.",Vrouw,65-74,11-20 jaar,8/11/2025,SAP_VTWON_40386737_20,vtwonen,Compleet,,
EXIT_Magazines,EXIT_Magazines,,8,Ik vind het een prettig blad om te lezen,Vrouw,55-64,3-5 jaar,7/14/2025,SAP_MARGR_37515453_20,Margriet,Compleet,,Ik had drie jaar een abbonement op de Margriet met korting en nu zou ik de volledige prijs moeten betalen. Nu heb ik een jaarabonnement op de Libelle
LLT_Nieuws,LLT_Nieuws,,10,"Op de hoogte blijven van het nieuws, maar ook inspiratie opdoen om uit te leven. Prachtige combi!",Vrouw,65-74,Meer dan 30 jaar,6/30/2025,ARIA_TR_A1003563219,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Aardige krant. Interessante artikelen,Vrouw,75 jaar of ouder,3-5 jaar,3/10/2025,ARIA_TR_A1001651867,Trouw,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,7,Voor en tegenstanders.,Man,65-74,11-20 jaar,7/7/2025,SAP_DA_41130517_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,3,zeer slechte bezorging,Man,75 jaar of ouder,Meer dan 30 jaar,8/11/2025,ARIA_ED_A1003170115,het ED,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Omdat ik graag het laatste nieuws lees ????,Vrouw,65-74,21-30 jaar,5/26/2025,ARIA_HLN_A1001877523,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Over het algemeen tevreden met name digitaal,Man,65-74,Weet ik niet,1/13/2025,ARIA_AD_A1001149172,het AD,Zaterdag+ (Hybride),,
ELT_Magazines,ELT_Magazines,,8,"Interessant lectuur, goede reportage, ruime keuze in onderwerpen..",Man,65-74,1-2 maanden,7/28/2025,SAP_HM_41295403_10,Humo,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,Up-to date nieuws en fijne digitale versie,Man,55-64,3-5 jaar,8/4/2025,ARIA_HLN_A1002893542,Het Laatste Nieuws,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,9,ik vind het een fijne krant,Vrouw,65-74,Meer dan 30 jaar,6/2/2025,ARIA_AD_A1002373712,het AD,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,8,Prettige om te lezen,Man,75 jaar of ouder,Minder dan 6 maanden,8/4/2025,ARIA_AD_A1004035680,het AD,Digital Only,,Ik heb nog een abonnement oo dvhn
LLT_Nieuws,LLT_Nieuws,,6,Ik kan wel zeggen dat ik het een goede en gezellige krant vind. Of men dan gaat lezen weet ik natuurlijk niet.,Vrouw,75 jaar of ouder,6-10 jaar,5/19/2025,ARIA_AD_A1000508887,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Omdat ik het een goed blad vind en fijne bijlagen.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,1/13/2025,ARIA_ED_A1002728758,het ED,Compleet,,Vanwege mijn leeftijd (91) en alles te horen en te zien is op radio en tv en dat is meer dan genoeg!!
EXIT_Nieuws,EXIT_Nieuws,,5,te duur,Man,65-74,6-10 jaar,2/17/2025,ARIA_AD_A1001648971,het AD,Compleet,,te duur
EXIT_Magazines,EXIT_Magazines,,0,n.v.t.,Vrouw,75 jaar of ouder,11-20 jaar,7/2/2025,SAP_VRONI_35652824_20,Veronica Superguide,Compleet,,We zijn al 80 dus geen belangstelling meer
LLT_Nieuws,LLT_Nieuws,,4,Goed voor het regionale “nieuws”.,Vrouw,55-64,Meer dan 30 jaar,7/14/2025,ARIA_TT_A1001226278,Tubantia,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,Is een prettige krant,Man,75 jaar of ouder,6-10 jaar,5/6/2025,ARIA_AD_A1000164298,het AD,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,9,evenwichtige berichtgeving,Man,75 jaar of ouder,11-20 jaar,6/16/2025,ARIA_TR_A1000513629,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Het is een persoonlijke keuze van mensen. Wat ik vind heoft een ander niet de vinden.,Vrouw,75 jaar of ouder,1-2 maanden,8/4/2025,ARIA_VK_A1004037608,de Volkskrant,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,Trouw geeft me voldoende “zicht” op het nieuws en goede commentaren daarop.,Man,75 jaar of ouder,21-30 jaar,3/10/2025,ARIA_TR_A1001770130,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant,Vrouw,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,ARIA_AD_A1002928595,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,n.v.t.,Man,45-54,1-2 jaar,6/16/2025,ARIA_VK_A1002910711,de Volkskrant,Compleet,,Te weinig economisch nieuws en achtergronden
LLT_Nieuws,LLT_Nieuws,,8,Goede informatie omdat er ook het nieuws van de Betuwe instaat,Man,65-74,Meer dan 30 jaar,3/31/2025,ARIA_DG_A1001260426,de Gelderlander,Compleet,,
